Číslo,Jméno,Název 1,Název 2,Typ zdroje,Rok publikace,Rok sběru,Lok. - bod,Lok. - oblast,Bibliografie,Náš zdroj
3057,,"N399_443_8 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3058,,"N400_443_10 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3059,,"N400_443_9 Stachy PT, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Stachy PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3060,,"N400_445_1 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3061,,"N400_445_2 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3062,,"N400_445_3 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3063,,"N400_445_4 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3064,,"N401_445_5 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3065,,"N401_445_6 Lažiště PT, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Lažiště PT,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3066,,"N401_448_1 Brloh CK (Rojšín), 1963. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1963,1963,Brloh CK (Rojšín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3067,,"N401_448_2 Brloh CK (Rojšín), 1963. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1963,1963,Brloh CK (Rojšín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3068,,"N401_448_3 Brloh CK (Rojšín), 1963. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1963,1963,Brloh CK (Rojšín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3069,,"N401_448_4 Brloh CK (Rojšín), 1963. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1963,1963,Brloh CK (Rojšín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3070,,"N401_448_5 Brloh CK (Rojšín), 1963. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1963,1963,Brloh CK (Rojšín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3071,,"N402_450_1 Vrábče CB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Vrábče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3072,,"N402_450_2 Vrábče CB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Vrábče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3073,,"N402_450_3 Vrábče CB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Vrábče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3074,,"N402_450_4 Vrábče CB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Vrábče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3075,,"N402_450_5 Vrábče CB, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Vrábče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3076,,"N402_451_1 Lišov CB (Hůrky), 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Lišov CB (Hůrky),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3077,,"N403_451_2 Lišov CB (Hůrky), 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Lišov CB (Hůrky),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3078,,"N403_451_3 Lišov CB (Hůrky), 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Lišov CB (Hůrky),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3079,,"N403_451_4 Lišov CB (Hůrky), 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Lišov CB (Hůrky),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3080,,"N403_453_1 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3081,,"N403_453_2 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3082,,"N403_453_3 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3083,,"N404_453_4 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3084,,"N404_453_5 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3085,,"N404_453_6 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3086,,"N404_453_7 Staňkov JH, 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Staňkov JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3087,,"N404_454_1 Přísečná CK, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Přísečná CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3088,,"N404_454_2 Přísečná CK, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Přísečná CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3089,,"N404_454_3 Přísečná CK, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Přísečná CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3090,,"N405_454_4 Přísečná CK, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Přísečná CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3091,,"N405_455_1 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3092,,"N405_455_2 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3093,,"N405_455_3 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3094,,"N405_455_4 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3095,,"N405_455_5 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3096,,"N405_455_6 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3097,,"N406_455_10 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3098,,"N406_455_7 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3099,,"N406_455_8 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3100,,"N406_455_9 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3101,,"N407_455_11 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3102,,"N407_455_12 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3103,,"N407_455_13 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3104,,"N407_455_14 Doudleby CB, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Doudleby CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3105,,"N407_457_1 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3106,,"N408_457_10 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3107,,"N408_457_11 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3108,,"N408_457_2 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3109,,"N408_457_3 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3110,,"N408_457_4 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3111,,"N408_457_5 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3112,,"N408_457_6 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3113,,"N408_457_7 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3114,,"N408_457_8 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3115,,"N408_457_9 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3116,,"N409_457_12 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3117,,"N409_457_13 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3118,,"N409_457_14 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3119,,"N409_457_15 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3120,,"N409_457_16 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3121,,"N410_457_17 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3122,,"N410_457_18 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3123,,"N410_457_19 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3124,,"N410_457_20 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3125,,"N410_457_21 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3126,,"N410_457_22 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3127,,"N411_457_23 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3128,,"N411_457_24 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3129,,"N411_457_25 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3130,,"N411_457_26 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3131,,"N411_457_27 Soběnov CK, 1966. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1966,1966,Soběnov CK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3132,,"N412_458_1 Slavče CB, [1968]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1968],[1968],Slavče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3133,,"N412_458_2 Slavče CB, [1968]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1968],[1968],Slavče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3134,,"N412_458_3 Slavče CB, [1968]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1968],[1968],Slavče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3135,,"N412_458_4 Slavče CB, [1968]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1968],[1968],Slavče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3136,,"N412_458_5 Slavče CB, [1968]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1968],[1968],Slavče CB,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3137,,"N412_460_1 Olešnice CB (Buková), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Olešnice CB (Buková),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3138,,"N413_460_2 Olešnice CB (Buková), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Olešnice CB (Buková),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3139,,"N413_460_3 Olešnice CB (Buková), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Olešnice CB (Buková),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
3140,,"N413_460_4 Olešnice CB (Buková), 1964. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1964,1964,Olešnice CB (Buková),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
